customer_id,name,email,country,created_at,rejection_reasons
201.0,Othello Gowlett,ogowlett5k@goo.gl,Indonesia,14/10/2026,invalid_date
204.0,Vere Hanigan,vhanigan5n@mayoclinic,Indonesia,24/11/2026,"invalid_email, invalid_date"
207.0,,pswancott5q@google.com.au,China,30/6/2026,missing_values
209.0,Pen Chapier,pchapier5s@moonfruit.com,Philippines,20/9/2026,invalid_date
212.0,Inigo Mayzes,imayzes5v@fotki.com,Brazil,6/1/2027,invalid_date
214.0,Anetta Garnham,agarnham5x@aol.com,Nigeria,11/10/2026,invalid_date
216.0,Jolene Cutmore,jcutmore5z@usnews.com,,2/6/2026,missing_values
222.0,Jacquette Bohden,jbohden65@a8.net,Russia,26/11/2026,invalid_date
223.0,Stanfield Dukesbury,sdukesbury66@mysql.com,China,8/11/2026,invalid_date
225.0,Tamma Kohlert,tkohlert68@rediff.com,Russia,30/10/2026,invalid_date
228.0,Bobette De Mattei,,China,16/7/2026,"missing_values, invalid_email"
229.0,Doll Roj,droj6c@quantcast.com,Tajikistan,29/12/2026,invalid_date
233.0,Jessie Firsby,jfirsby6g@wix.com,China,9/11/2026,invalid_date
235.0,Holli Wernher,hwernher6i@weibo.com,Honduras,8/12/2026,invalid_date
245.0,Abrahan Perulli,aperulli6s@vkontakte.ru,Philippines,29/11/2026,invalid_date
,Hamel Antoszewski,hantoszewski6u@hatena.ne.jp,Brazil,5/9/2026,"missing_values, duplicate_customer_id"
250.0,Kelbee Jenkins,kjenkins6x@goo.ne.jp,China,6/10/2026,invalid_date
253.0,Fancie Finker,ffinker70@prnewswire.com,China,8/10/2026,invalid_date
254.0,Romain Trunchion,rtrunchion71@salon.com,Czech Republic,14/1/2027,invalid_date
259.0,Tine Dominka,tdominka76@gravatar.com,Uganda,19/11/2026,invalid_date
267.0,Susana Dolden,sdolden7e@homestead.com,China,19/1/2027,invalid_date
279.0,Robers Shippard,Rshippard7q@cdbaby.com,China,10/1/2027,invalid_date
283.0,Rowena Blyde,rblyde7u@youku.com,Japan,,"missing_values, invalid_date"
284.0,Tandie Hurn,thurn7v@abc.net.au,Iran,,"missing_values, invalid_date"
285.0,,wnetley7w@indiatimes.com,Poland,17/3/2026,missing_values
286.0,,loxteby7x@tinypic.com,,5/2/2026,missing_values
287.0,Hinze Gowanlock,hgowanlock7y@ycombinator.com,Indonesia,,"missing_values, invalid_date"
288.0,Grayce Pencott,gpencott7z@cpanel.net,,28/9/2026,"missing_values, invalid_date"
293.0,Juieta Rumming,jrumming84@redcross.org,Japan,27/1/2027,invalid_date
294.0,Shamus Pettegre,,China,3/9/2026,"missing_values, invalid_email"
298.0,Shem Mattioli,smattioli89@house.gov,Bangldesh,31/12/2026,invalid_date
300.0,Bobbi Deluze,bdeluze8b@alibaba.com,Bulgaria,,"missing_values, invalid_date"
303.0,Ives Remer,iremer8e@dmoz.org,Ukraine,7/10/2026,invalid_date
306.0,Charmian Stooders,cstooders8h@yahoo.co.jp,,3/1/2026,missing_values
309.0,Lewiss Zealey,lzealey8k@skyrock.com,Portugal,3/10/2026,invalid_date
310.0,Samuel Backsal,sbacksal8l@paginegialle.it,Indonesia,24/10/2026,invalid_date
322.0,Angus Friedman,afriedman8x@uiuc.edu,Macedonia,14/12/2026,invalid_date
323.0,Fallon Crosson,fcrosson8y@huffingtonpost.com,Saudi Arabia,30/9/2026,invalid_date
327.0,Orrin Lowrey,olowrey92@123-reg.co.uk,France,29/12/2026,invalid_date
,Sapphire Hadley,shadley94@slideshare.net,China,16/4/2026,"missing_values, duplicate_customer_id"
333.0,Candra Dommerque,cdommerque98@webnode.com,United States,4/11/2026,invalid_date
337.0,Ingar Hedingham,ihedingham9c@163.com,Indonesia,13/10/2026,invalid_date
342.0,Gabe Barnfather,gbarnfather9h@about.com,,5/5/2025,missing_values
344.0,Thatch Coning,tconing9j@dyndns.org,Portugal,29/12/2026,invalid_date
345.0,Rosco Jiracek,rjiracek9k@google.com.au,Greece,17/11/2026,invalid_date
347.0,Maison Dundin,mdundin9m@com.com,Portugal,6/12/2026,invalid_date
,,ktibbits9q@photobucket.com,Czech Republic,19/12/2025,"missing_values, duplicate_customer_id"
354.0,Blondell Pinilla,bpinilla9t@omniture.com,Sweden,15/10/2026,invalid_date
356.0,Ranice Pawley,rpawley9v@engadget.com,,28/1/2027,"missing_values, invalid_date"
,Keene Petren,kpetren9y@narod.ru,United States,8/7/2026,"missing_values, duplicate_customer_id"
360.0,,ntownson9z@si.edu,Indonesia,9/4/2026,missing_values
362.0,Vivian Beall,vbealla1@hatena.ne.jp,China,,"missing_values, invalid_date"
364.0,Bonni Hewlings,bhewlingsa3@xinhuanet.com,Belarus,16/9/2026,invalid_date
366.0,Sanford Grutchfield,sgrutchfielda5@last.fm,Japan,27/12/2026,invalid_date
371.0,,mghioneaa@themeforest.net,,29/11/2026,"missing_values, invalid_date"
376.0,Thedric Heild,theildaf@cyberchimps.com,Russia,18/11/2026,invalid_date
381.0,,sreddingak@guardian.co.uk,Madagascar,2/1/2027,"missing_values, invalid_date"
384.0,Georgetta Beeres,gbeeresan@soup.io,Philippines,21/1/2027,invalid_date
388.0,Parrnell Overal,poveralar@tiny.cc,Argentina,18/10/2026,invalid_date
,Donny Pellitt,dpellittau@indiatimes.com,Russia,13/3/2026,"missing_values, duplicate_customer_id"
397.0,Dorena O'Fielly,dofiellyb0@sun.com,Madagascar,6/11/2026,invalid_date
399.0,,rnormandaleb2@de.vu,Sweden,1/10/2025,missing_values
405.0,Moritz Humbie,mhumbieb8@plala.or.jp,Chia,4/12/2026,invalid_date
406.0,Crin Twyford,,Ukraine,7/7/2025,"missing_values, invalid_email"
408.0,Grover Vicarey,gvicareybb@mit.edu,China,16/11/2026,invalid_date
409.0,Raquel Grewes,rgrewesbc@DION.ne.jp,Brazil,27/12/2026,invalid_date
415.0,Freedman Ebbs,febbsbi@nih.gov,Dominican Republic,5/12/2026,invalid_date
416.0,Annmarie Spellissy,aspellissybj@wunderground.com,Norway,9/10/2026,invalid_date
417.0,,srunseybk@github.io,Japan,26/5/2026,missing_values
,Sheridan Pomphrett,spomphrettbr@examiner.com,Indonesia,29/12/2025,"missing_values, duplicate_customer_id"
425.0,Nissy Beechcraft,nbeechcraftbs@soup.io,,5/5/2026,missing_values
426.0,Anderson Hirtz,ahirtzbt@booking.com,Ukraine,18/1/2027,invalid_date
433.0,Kristoffer Haug,khaugc0@dailymotion.com,Thailand,24/1/2027,invalid_date
434.0,,gvenediktovc1@ucla.edu,Finland,5/6/2026,missing_values
435.0,Beatrice Waddilow,bwaddilowc2@dagondesign.com,Japan,14/1/2027,invalid_date
437.0,Rahal Furlonge,rfurlongec4@baidu.com,Honduras,12/9/2026,invalid_date
438.0,Lesya Moorcroft,lmoorcroftc5@linkedin.com,China,26/1/2027,invalid_date
442.0,Else Martina,emartinac9@sourceforge.net,Mexico,8/11/2026,invalid_date
445.0,Van Pierton,vpiertoncc@flickr.com,China,28/9/2026,invalid_date
447.0,Sharon Fendlen,sfendlence@sina.com.cn,Finland,21/10/2026,invalid_date
448.0,Guinevere Baldcock,gbaldcockcf@weebly.com,Japan,,"missing_values, invalid_date"
463.0,Tommy Storkes,tstorkescu@webs.com,China,10/12/2026,invalid_date
467.0,Edgard Pulsford,epulsfordcy@pagesperso-orange.fr,Portugal,16/11/2026,invalid_date
469.0,Candis Cunde,ccunded0@comcast.net,Cyprus,,"missing_values, invalid_date"
474.0,Sallyanne Piperley,spiperleyd5@cdc.gov,Philippines,13/10/2026,invalid_date
479.0,Netty McComiskie,nmccomiskieda@dot.gov,Indonesia,,"missing_values, invalid_date"
,Wood Bush,wbushdb@printfriendly.com,Russia,7/4/2026,"missing_values, duplicate_customer_id"
485.0,Tine Chaplin,tchaplindg@gmpg.org,Indonesia,,"missing_values, invalid_date"
486.0,Rodney Merchant,rmerchantdh@weebly.com,Indonesia,25/9/2026,invalid_date
489.0,Griz Durrett,gdurrettdk@upenn.edu,Poland,20/10/2026,invalid_date
490.0,Faun Mercer,fmercerdl@buzzfeed.com,Netherlands,26/9/2026,invalid_date
494.0,,cdultondp@sina.com.cn,Russia,9/5/2025,missing_values
498.0,,kpedrozzidt@biblegateway.com,Russia,29/10/2025,missing_values
499.0,Shaylah Estabrook,,Argentina,9/7/2026,"missing_values, invalid_email"
500.0,Chen Snarr,csnarrdv@storify.com,Belarus,17/12/2026,invalid_date
501.0,Nixie Caulcutt,ncaulcuttdw@berkeley.edu,Brazil,15/9/2026,invalid_date
,Regan Raison,rraisone1@aboutads.info,Philippines,6/10/2026,"missing_values, invalid_date, duplicate_customer_id"
508.0,Antony Commin,acommine3@tmall.com,China,13/11/2026,invalid_date
509.0,Maurise Le Provest,mlee4@ucoz.ru,Indonesia,,"missing_values, invalid_date"
511.0,Shel Chaddock,schaddocke6@mail.ru,Tanzania,23/10/2026,invalid_date
,Amos Shayler,ashaylere7@oakley.com,Sweden,30/7/2025,"missing_values, duplicate_customer_id"
513.0,Kesley Ivory,kivorye8@example.com,Brazil,10/12/2026,invalid_date
514.0,Ruthi Baron,rbarone9@wikipedia.org,Brazl,29/12/2026,invalid_date
516.0,Astrid Chessill,achessilleb@netvibes.com,Argentina,5/10/2026,invalid_date
528.0,Audie Ploughwright,aploughwrighten@jalbum.net,Dominican Republic,18/12/2026,invalid_date
530.0,Faye Trevains,ftrevainsep@zimbio.com,Portugal,31/10/2026,invalid_date
536.0,Isacco Sowden,isowdenev@sphinn.com,,9/5/2026,missing_values
539.0,Herbert Seedull,hseedulley@google.com.hk,China,21/1/2027,invalid_date
542.0,Cathe Oliveti,colivetif1@cam.ac.uk,Indonesia,,"missing_values, invalid_date"
543.0,Reese Tharme,rtharmef2@state.tx.us,Indonesia,21/12/2026,invalid_date
544.0,Dur Ruzic,druzicf3@sitemeter.com,Indonesia,18/1/2027,invalid_date
546.0,Bancroft Dilkes,bdilkesf5@cnn.com,Palestinian Territory,24/12/2026,invalid_date
551.0,Wrennie Worshall,wworshallfa@sfgate.com,Cambodia,,"missing_values, invalid_date"
554.0,Ginger de Amaya,gdefd@de.vu,China,,"missing_values, invalid_date"
558.0,Jamill Breheny,jbrehenyfh@google.cn,Sweden,1/11/2026,invalid_date
560.0,Sofia Duding,sdudingfj@oaic.gov.au,Tunisia,26/10/2026,invalid_date
561.0,,rbernardtfk@rediff.com,Czech Republic,22/6/2026,missing_values
564.0,Kevyn Redmayne,kredmaynefn@mapquest.com,,7/6/2026,missing_values
565.0,Lyndell Le Marchand,llefo@wordpress.com,Belarus,19/12/2026,invalid_date
567.0,Calida Royall,croyallfq@blogtalkradio.com,Indonesia,18/10/2026,invalid_date
569.0,Phillip Umpleby,pumplLebyfs@npr.org,Haiti,22/12/2025,duplicate_customer_id
570.0,Darius Josephson,djosephsonft@answers.com,Colombia,25/6/2026,duplicate_customer_id
571.0,Kelsey M'Quhan,kmquhanfu@jalbum.net,Rusia,8/11/2026,"invalid_date, duplicate_customer_id"
573.0,Isidor Abrahamoff,iabrahamofffw@fda.gov,Indonesia,14/12/2026,invalid_date
574.0,,mjohantgesfx@desdev.cn,United Kingdom,21/11/2025,missing_values
575.0,Jenna Colthurst,jcolthurstfy@samsung.com,France,18/1/2027,invalid_date
576.0,Nevsa Jandel,njandelfz@mysql.com,China,13/11/2026,invalid_date
577.0,Katleen Boatman,kboatmang0@ycombinator.com,Peru,12/11/2026,invalid_date
578.0,Bianka Nickell,bnickellg1@mail.ru,China,10/12/2026,invalid_date
582.0,Bertram Well,,China,2/6/2025,"missing_values, invalid_email"
,Tamarra Olwen,tolwengi@dagondesign.com,Russia,15/2/2026,"missing_values, duplicate_customer_id"
597.0,Red Bassil,rbassilgk@hugedomains.com,,10/3/2026,missing_values
598.0,Shelby Jeskins,sjeskinsgl@people.com.cn,China,21/10/2026,invalid_date
601.0,Sena Birtles,sbirtlesgo@statcounter.com,Albania,6/12/2026,invalid_date
608.0,Tibold Halmkin,thalmkingv@si.edu,Morocco,24/9/2026,invalid_date
609.0,Frederigo Loakes,floakesgw@aboutads.info,,5/7/2025,missing_values
613.0,Karlene Redferne,kredferneh0@sohu.com,France,28/10/2026,invalid_date
621.0,Annelise Govini,agovinih8@google.pl,China,19/10/2026,invalid_date
622.0,Aurelie Andreacci,aandreaccih9@webs.com,Swaziland,,"missing_values, invalid_date"
623.0,Therese Lamba,tlambaha@mit.edu,Ecuador,,"missing_values, invalid_date"
626.0,Frankie Buntine,fbuntinehd@samsung.com,China,5/10/2026,invalid_date
636.0,Edvard Siddle,esiddlehn@edublogs.org,Thailand,24/10/2026,invalid_date
637.0,,dgoodieho@cocolog-nifty.com,Philippines,14/7/2026,missing_values
643.0,Celinka Leathley,cleathleyhu@google.ru,China,28/9/2026,invalid_date
646.0,Ambrosi Canlin,acanlinhx@freewebs.com,Albania,13/10/2026,invalid_date
650.0,Willy Bellwood,wbellwoodi1@weebly.com,Bosnia and Herzegovina,27/11/2026,invalid_date
,Merwin Rawcliff,mrawcliffi4@un.org,China,21/7/2025,"missing_values, duplicate_customer_id"
655.0,Rosetta Andriuzzi,randriuzzii6@blogspot.com,Russia,18/1/2027,invalid_date
569.0,Phillip Umpleby,pumplLebyfs@npr.org,Haiti,22/12/2025,duplicate_customer_id
570.0,Darius Josephson,djosephsonft@answers.com,Colombia,25/6/2026,duplicate_customer_id
571.0,Kelsey M'Quhan,kmquhanfu@jalbum.net,Russia,8/11/2026,"invalid_date, duplicate_customer_id"
660.0,Natty Copestake,ncopestakeib@thetimes.co.uk,,13/9/2025,missing_values
661.0,Leticia Heathfield,lheathfieldic@uiuc.edu,Canada,8/11/2026,invalid_date
666.0,Nealy Hallihane,nhallihaneih@huffingtonpost.com,Peru,,"missing_values, invalid_date"
667.0,Maynord Cavan,mcavanii@ed.gov,Indonesia,12/10/2026,invalid_date
669.0,Carmen Burgyn,cburgynik@businessweek.com,Portugal,,"missing_values, invalid_date"
670.0,Artur Siemantel,asiemantelil@exblog.jp,China,,"missing_values, invalid_date"
673.0,Giles Budnik,gbudnikio@jugem.jp,Philippines,3/12/2026,invalid_date
675.0,Nikos Routledge,nroutledgeiq@histats.com,China,30/11/2026,invalid_date
677.0,Francyne Dimmick,fdimmickis@opensource.org,Guatemala,13/9/2026,invalid_date
687.0,Bernete Blaxeland,bblaxelandj2@psu.edu,Argentina,7/3/2026,duplicate_customer_id
681.0,Efren Eccleston,eecclestoniw@deviantart.com,,17/12/2025,missing_values
687.0,Bernete Blaxeland,bblaxelandj2@psu.edu,Argentina,7/3/2026,duplicate_customer_id
688.0,Elizabet Hartropp,ehartroppj3@hexun.com,Yemen,24/10/2026,invalid_date
695.0,Mara Spancock,mspancockja@wordpress.com,Indonesia,1/10/2026,invalid_date
704.0,Amory Brasted,abrastedjj@hexun.com,Somalia,,"missing_values, invalid_date"
705.0,Robinet Awin,rawinjk@newsvine.com,Brazil,15/1/2027,invalid_date
709.0,Ephraim Bewshire,ebewshirejo@psu.edu,Russia,26/11/2026,invalid_date
713.0,Mozes Henighan,mhenighanjs@fastcompany.com,Croatia,21/10/2026,invalid_date
714.0,Arnie Nazaret,anazaretjt@wunderground.com,Poland,,"missing_values, invalid_date"
718.0,Merralee Tawn,mtawnjx@icio.us,,4/10/2025,missing_values
720.0,Ariana Gonnin,agonninjz@amazon.de,Lithuania,22/1/2027,"invalid_date, duplicate_customer_id"
721.0,Dino Branca,dbrancak0@cbslocal.com,Russia,5/10/2026,"invalid_date, duplicate_customer_id"
725.0,Derick Bonder,dbonderk4@dropbox.com,Sri Lanka,,"missing_values, invalid_date"
728.0,,ktissingtonk7@time.com,Portugal,20/9/2026,"missing_values, invalid_date"
733.0,Berti Kenningley,bkenningleykc@google.de,Sudan,30/10/2026,invalid_date
734.0,Jourdain Perutto,jperuttokd@army.mil,Indonesia,26/12/2026,invalid_date
737.0,,ldederickkg@photobucket.com,Philippines,16/1/2027,"missing_values, invalid_date"
741.0,,lwindhamkk@walmart.com,Philippines,13/6/2026,missing_values
742.0,,cpeckittkl@google.ca,Indonesia,27/9/2025,missing_values
743.0,Leda Sturdy,lsturdykm@jiathis.com,Russia,13/10/2026,invalid_date
745.0,Tyler Yarker,tyarkerko@goo.gl,Croatia,18/12/2026,invalid_date
746.0,Ashbey Quinnell,aquinnellkp@economist.com,Spain,18/11/2026,invalid_date
747.0,,hmartyginkq@vimeo.com,Indonesia,1/6/2026,missing_values
748.0,Bryana Dimitresco,bdimitrescokr@tinypic.com,Mexico,21/1/2027,invalid_date
750.0,Saul Thewless,sthewlesskt@scientificamerican.com,Indonesia,26/11/2026,invalid_date
753.0,Oralle Augustus,oaugustuskw@yelp.com,Colombia,9/10/2026,invalid_date
754.0,Vicki Hanney,vhanneykx@census.gov,Sweden,13/10/2026,invalid_date
755.0,Elle McGenis,,Philippines,10/1/2026,"missing_values, invalid_email"
759.0,Sianna Twinbrow,stwinbrowl2@nytimes.com,Albania,3/11/2026,invalid_date
720.0,Ariana Gonnin,agonninjz@amazon.de,Lithuania,22/1/2027,"invalid_date, duplicate_customer_id"
721.0,Dino Branca,dbrancak0@cbslocal.com,Russia,5/10/2026,"invalid_date, duplicate_customer_id"
767.0,,dvaninla@webnode.com,China,20/8/2026,missing_values
768.0,Keir Aleksandrev,kaleksandrevlb@google.de,China,,"missing_values, invalid_date"
773.0,Dionisio Gittins,dgittinslg@slideshare.net,,15/6/2025,missing_values
774.0,Lorrie Scrane,lscranelh@abc.net.au,China,15/1/2027,invalid_date
776.0,Phylis Wildber,pwildberlj@gmpg.org,China,25/10/2026,invalid_date
781.0,Marnie Bleibaum,mbleibaumlo@instagram.com,China,16/11/2026,invalid_date
784.0,Demetris Gilliatt,dgilliattlr@blog.com,China,,"missing_values, invalid_date"
787.0,Lezlie Kerins,lkerinslu@nba.com,Portugal,26/1/2027,invalid_date
789.0,Linea Farnfield,lfarnfieldlw@mac.com,East Timor,2/3/2026,duplicate_customer_id
790.0,Gennifer Olivie,golivielx@yale.edu,Sweden,12/12/2026,invalid_date
794.0,Eugenie Ascrofte,eascroftem1@prweb.com,Brazil,13/1/2027,invalid_date
799.0,Zonda Klimmek,zklimmekm6@discuz.net,Poland,12/1/2027,invalid_date
800.0,Dolley Standbrooke,dstandbrookem7@delicious.com,Philippines,8/1/2027,invalid_date
806.0,Kat Bunney,kbunneymd@naver.com,Ukraine,7/10/2026,invalid_date
823.0,Mollie Ravilus,mravilusmu@51.la,Portugal,2/1/2027,invalid_date
824.0,,cbreamv@moonfruit.com,Nigeria,2/5/2026,missing_values
826.0,Roseanne Charon,rcharonmx@cdbaby.com,China,11/1/2027,invalid_date
842.0,Kira Scorthorne,kscorthornend@squarespace.com,China,15/12/2025,duplicate_customer_id
828.0,Pate Izon,pizonmz@sitemeter.com,Norway,17/11/2026,invalid_date
789.0,Linea Farnfield,lfarnfieldlw@mac.com,East Timor,2/3/2026,duplicate_customer_id
833.0,Artair Ketch,aketchn4@ifeng.com,,6/10/2026,"missing_values, invalid_date"
836.0,,tcleatherown7@netvibes.com,China,10/8/2025,missing_values
837.0,Adolpho Lamberteschi,alamberteschin8@arizona.edu,Philippines,9/11/2026,invalid_date
838.0,Dasi Renvoys,drenvoysn9@vimeo.com,Indonesia,29/9/2026,invalid_date
841.0,Jacquie Pinchin,,Dominican Republic,8/6/2026,"missing_values, invalid_email"
842.0,Kira Scorthorne,kscorthornend@squarespace.com,China,15/12/2025,duplicate_customer_id
843.0,Hettie Klimentov,hklimentovne@economist.com,Peru,,"missing_values, invalid_date"
844.0,Gwen Kigelman,gkigelmannf@jugem.jp,Serbia,8/12/2026,invalid_date
847.0,Noell Lehenmann,nlehenmannni@rediff.com,Laos,7/1/2027,invalid_date
850.0,Ware Shiel,wshielnl@wired.com,China,10/1/2027,invalid_date
852.0,,jleftridgenn@answers.com,Brazil,5/12/2025,missing_values
858.0,Roi Wasmer,rwasmernt@oakley.com,Indonesia,7/10/2026,invalid_date
859.0,Codie Onyon,conyonnu@google.es,Norway,5/12/2026,invalid_date
862.0,Laurene Abeau,labeaunx@nsw.gov.au,Argentina,14/10/2026,invalid_date
,Thoma Bettenay,tbettenaynz@hao123.com,Indonesia,12/3/2026,"missing_values, duplicate_customer_id"
868.0,Marthena McGrudder,mmcgruddero3@economist.com,Russia,20/9/2026,invalid_date
869.0,Mamie Harmon,mharmono4@amazonaws.com,Poland,21/11/2026,invalid_date
870.0,Winny Lissenden,wlissendeno5@spiegel.de,Slovenia,12/1/2027,invalid_date
871.0,Sherry Deble,sdebleo6@liveinternet.ru,Ecuador,,"missing_values, invalid_date"
872.0,Shena Seivertsen,sseivertseno7@edublogs.org,Indonesia,23/10/2026,invalid_date
875.0,Libbie De Ath,ldeoa@ihg.com,Croatia,3/12/2026,invalid_date
886.0,Pincus Colliss,pcollissol@geocities.jp,Indonesia,5/1/2027,invalid_date
888.0,,falexandreon@narod.ru,Mexico,17/11/2025,missing_values
890.0,Stanton Segges,sseggesop@plala.or.jp,Bolivia,8/1/2027,invalid_date
891.0,Jedd Ben,jbenoq@marketwatch.com,Peru,18/12/2026,invalid_date
895.0,,kraggou@reverbnation.com,Iran,26/9/2025,missing_values
900.0,,ddanaoz@oakley.com,China,29/10/2026,"missing_values, invalid_date"
